#this is an empty line
#this is an empty line
#this is an empty line
#this is an empty line
"Brazil"	"Developed Economies"	
"Brazil"	"Japan"	
"Brazil"	"Non-EU Western Europe"	
"Brazil"	"Four East Asian traders"	
"Brazil"	"Other Africa"	
"Brazil"	"Developed Asia"	
"Brazil"	"European Union (28)"	
"Brazil"	"Other CIS (CIS11)"	
"Brazil"	"Russian Federation"	
"Brazil"	"Non-EU south-eastern Europe"	
"Brazil"	"South and Central America and the Caribbean"	
"Brazil"	"Extra MERCOSUR Trade"	
"Brazil"	"Middle East"	
"Brazil"	"South Africa"	
"Brazil"	"Six East Asian traders"	
"Brazil"	"India"	
"Brazil"	"Africa"	
"Brazil"	"European Union (27)"	
"Brazil"	"China"	
"Brazil"	"Asia"	
"Brazil"	"Developing Asia"	
"Brazil"	"Europe"	
"Brazil"	"Other Asia"	
"Brazil"	"Australia and New Zealand"	
"Brazil"	"Southern Common Market (MERCOSUR)"	
"Brazil"	"North America"	
"Brazil"	"United States of America"	
"Brazil"	"Brazil"	
"Brazil"	"Mexico"	
"BRIC members"	"World"	
"BRICS members"	"World"	
"Brunei Darussalam"	"World"	
"Bulgaria"	"World"	
"Burkina Faso"	"World"	
"Burundi"	"World"	
"Cabo Verde"	"World"	
"CACM (Central American Common Market)"	"World"	
"Cambodia"	"World"	
"Cameroon"	"World"	
"Canada"	"World"	
"Canada"	"China"	
"Canada"	"North American Free Trade Agreement (NAFTA)"	
"Canada"	"South and Central America and the Caribbean"	
"Canada"	"Japan"	
"Canada"	"South Africa"	
"Canada"	"India"	
"Canada"	"Other CIS (CIS11)"	
"Canada"	"Four East Asian traders"	
"Canada"	"Middle East"	
"Canada"	"Non-EU south-eastern Europe"	
"Canada"	"Russian Federation"	
"Canada"	"Non-EU Western Europe"	
"Canada"	"Europe"	
"Canada"	"European Union (27)"	
"Canada"	"Australia and New Zealand"	
"Canada"	"Asia"	
"Canada"	"European Union (28)"	
"Canada"	"Other Asia"	
"Canada"	"Other Africa"	
"Canada"	"Africa"	
"Canada"	"North America"	
"Canada"	"Extra NAFTA Trade"	
"Canada"	"United States of America"	
"Canada"	"Mexico"	
"Canada"	"Brazil"	
"Caribbean Community (CARICOM)"	"World"	
"Cayman Islands"	"World"	
"Central African Economic and Monetary Community (CAEMC)"	"World"	
"Central African Economic and Monetary Community (CAEMC)"	"European Union (28)"	
"Central African Economic and Monetary Community (CAEMC)"	"Other Africa"	
"Central African Economic and Monetary Community (CAEMC)"	"Central African Economic and Monetary Community (CAEMC)"	
"Central African Economic and Monetary Community (CAEMC)"	"United States of America"	
"Central African Economic and Monetary Community (CAEMC)"	"South and Central America and the Caribbean"	
"Central African Economic and Monetary Community (CAEMC)"	"Asia"	
"Central African Economic and Monetary Community (CAEMC)"	"Mexico"	
"Central African Economic and Monetary Community (CAEMC)"	"India"	
"Central African Economic and Monetary Community (CAEMC)"	"Four East Asian traders"	
"Central African Economic and Monetary Community (CAEMC)"	"Non-EU Western Europe"	
"Central African Economic and Monetary Community (CAEMC)"	"Japan"	
"Central African Economic and Monetary Community (CAEMC)"	"Russian Federation"	
"Central African Economic and Monetary Community (CAEMC)"	"Brazil"	
"Central African Economic and Monetary Community (CAEMC)"	"China"	
"Central African Economic and Monetary Community (CAEMC)"	"Extra CEMAC Trade"	
"Central African Economic and Monetary Community (CAEMC)"	"Other Asia"	
"Central African Economic and Monetary Community (CAEMC)"	"Middle East"	
"Central African Economic and Monetary Community (CAEMC)"	"Other CIS (CIS11)"	
"Central African Economic and Monetary Community (CAEMC)"	"Non-EU south-eastern Europe"	
"Central African Economic and Monetary Community (CAEMC)"	"North America"	
"Central African Economic and Monetary Community (CAEMC)"	"South Africa"	
"Central African Economic and Monetary Community (CAEMC)"	"Australia and New Zealand"	
"Central African Economic and Monetary Community (CAEMC)"	"Europe"	
"Central African Economic and Monetary Community (CAEMC)"	"Africa"	
"Central African Republic"	"World"	
"Chad"	"World"	
"Chile"	"World"	
"Chile"	"Australia and New Zealand"	
"Chile"	"Pacific Alliance"	
"Chile"	"South Africa"	
"Chile"	"South and Central America and the Caribbean"	
"Chile"	"European Union (28)"	
"Chile"	"Four East Asian traders"	
"Chile"	"Russian Federation"	
"Chile"	"Non-EU Western Europe"	
"Chile"	"China"	
"Chile"	"United States of America"	
"Chile"	"Other Africa"	
"Chile"	"Non-EU south-eastern Europe"	
"Chile"	"Extra Pacific Alliance Trade"	
"Chile"	"Middle East"	
"Chile"	"Africa"	
"Chile"	"Mexico"	
"Chile"	"Europe"	
"Chile"	"Other CIS (CIS11)"	
"Chile"	"India"	
"Chile"	"Asia"	
"Chile"	"Brazil"	
"Chile"	"Japan"	
"Chile"	"Other Asia"	
"Chile"	"North America"	
"China"	"World"	
"Chinese Taipei"	"World"	
"Colombia"	"World"	
"Colombia"	"Non-EU south-eastern Europe"	
"Colombia"	"China"	
"Colombia"	"Australia and New Zealand"	
"Colombia"	"Middle East"	
"Colombia"	"South and Central America and the Caribbean"	
"Colombia"	"Other Asia"	
"Colombia"	"Andean Community (ANDEAN)"	
"Colombia"	"Extra Andean Community Trade"	
"Colombia"	"European Union (27)"	
"Colombia"	"South Africa"	
"Colombia"	"Other CIS (CIS11)"	
"Colombia"	"Four East Asian traders"	
"Colombia"	"Africa"	
"Colombia"	"Asia"	
"Colombia"	"Japan"	
"Colombia"	"Europe"	
"Colombia"	"European Union (28)"	
"Colombia"	"India"	
"Colombia"	"Non-EU Western Europe"	
"Colombia"	"North America"	
"Colombia"	"Other Africa"	
"Colombia"	"Russian Federation"	
"Colombia"	"United States of America"	
"Colombia"	"Brazil"	
"Colombia"	"Mexico"	
"Colombia"	"Extra Pacific Alliance Trade"	
"Colombia"	"Pacific Alliance"	
"COMESA (Common Market for Eastern and Southern Africa)"	"World"	
"COMESA (Common Market for Eastern and Southern Africa)"	"India"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Middle East"	
"COMESA (Common Market for Eastern and Southern Africa)"	"COMESA (Common Market for Eastern and Southern Africa)"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Extra COMESA Trade"	
"COMESA (Common Market for Eastern and Southern Africa)"	"United States of America"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Africa"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Non-EU south-eastern Europe"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Europe"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Russian Federation"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Brazil"	
"COMESA (Common Market for Eastern and Southern Africa)"	"South and Central America and the Caribbean"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Four East Asian traders"	
"COMESA (Common Market for Eastern and Southern Africa)"	"China"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Japan"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Other Asia"	
"COMESA (Common Market for Eastern and Southern Africa)"	"North America"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Asia"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Other CIS (CIS11)"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Australia and New Zealand"	
"COMESA (Common Market for Eastern and Southern Africa)"	"European Union (28)"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Mexico"	
"COMESA (Common Market for Eastern and Southern Africa)"	"South Africa"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Other Africa"	
"COMESA (Common Market for Eastern and Southern Africa)"	"Non-EU Western Europe"	
"Comoros"	"World"	
"Congo"	"World"	
"Cook Islands"	"World"	
"Costa Rica"	"World"	
"Côte d'Ivoire"	"World"	
"Croatia"	"World"	
"Cuba"	"World"	
"Curaçao"	"World"	
"Cyprus"	"World"	
"Czech and Slovak Federal Republic"	"World"	
"Czech Republic"	"World"	
"Democratic Republic of the Congo"	"World"	
"Denmark"	"World"	
"Developed Asia"	"World"	
"Developed Asia"	"Russian Federation"	
"Developed Asia"	"European Union (28)"	
"Developed Asia"	"Africa"	
"Developed Asia"	"Middle East"	
"Developed Asia"	"North America"	
"Developed Asia"	"Six East Asian traders"	
"Developed Asia"	"Brazil"	
"Developed Asia"	"United States of America"	
"Developed Asia"	"China"	
"Developed Asia"	"South and Central America and the Caribbean"	
"Developed Asia"	"Non-EU south-eastern Europe"	
"Developed Asia"	"Developed Economies"	
"Developed Asia"	"India"	
"Developed Asia"	"Japan"	
"Developed Asia"	"Other Africa"	
"Developed Asia"	"Non-EU Western Europe"	
"Developed Asia"	"Four East Asian traders"	
"Developed Asia"	"Other CIS (CIS11)"	
"Developed Asia"	"Asia"	
"Developed Asia"	"European Union (27)"	
"Developed Asia"	"South Africa"	
"Developed Asia"	"Developed Asia"	
"Developed Asia"	"Mexico"	
"Developed Asia"	"Australia and New Zealand"	
"Developed Asia"	"Europe"	
"Developed Asia"	"Developing Asia"	
"Developed Asia"	"Other Asia"	
"Developed Economies"	"World"	
"Developed Economies"	"North America"	
"Developed Economies"	"Brazil"	
"Developed Economies"	"Developed Asia"	
"Developed Economies"	"South Africa"	
"Developed Economies"	"Non-EU Western Europe"	
"Developed Economies"	"Non-EU south-eastern Europe"	
"Developed Economies"	"Mexico"	
"Developed Economies"	"Other Africa"	
"Developed Economies"	"Middle East"	
"Developed Economies"	"Developed Economies"	
"Developed Economies"	"Other Asia"	
"Developed Economies"	"South and Central America and the Caribbean"	
"Developed Economies"	"India"	
"Developed Economies"	"European Union (28)"	
"Developed Economies"	"Africa"	
"Developed Economies"	"Russian Federation"	
"Developed Economies"	"European Union (27)"	
"Developed Economies"	"Japan"	
"Developed Economies"	"Asia"	
"Developed Economies"	"Developing Asia"	
"Developed Economies"	"Australia and New Zealand"	
"Developed Economies"	"United States of America"	
"Developed Economies"	"China"	
"Developed Economies"	"Europe"	
"Developed Economies"	"Other CIS (CIS11)"	
"Developed Economies"	"Six East Asian traders"	
"Developed Economies"	"Four East Asian traders"	
"Developing and Emerging Economies"	"World"	
"Developing Asia"	"World"	
"Developing Asia"	"North America"	
"Developing Asia"	"Six East Asian traders"	
"Developing Asia"	"European Union (28)"	
"Developing Asia"	"Asia"	
"Developing Asia"	"Developing Asia"	
"Developing Asia"	"Australia and New Zealand"	
"Developing Asia"	"Four East Asian traders"	
"Developing Asia"	"United States of America"	
"Developing Asia"	"European Union (27)"	
"Developing Asia"	"Brazil"	
"Developing Asia"	"Developed Asia"	
"Developing Asia"	"South Africa"	
"Developing Asia"	"Japan"	
"Developing Asia"	"Non-EU Western Europe"	
"Developing Asia"	"Russian Federation"	
"Developing Asia"	"Developed Economies"	
"Developing Asia"	"Africa"	
"Developing Asia"	"South and Central America and the Caribbean"	
"Developing Asia"	"Europe"	
"Developing Asia"	"Other Africa"	
"Developing Asia"	"India"	
"Developing Asia"	"Other Asia"	
"Developing Asia"	"Other CIS (CIS11)"	
"Developing Asia"	"China"	
"Developing Asia"	"Non-EU south-eastern Europe"	
"Developing Asia"	"Mexico"	
"Developing Asia"	"Middle East"	
"Djibouti"	"World"	
"Dominica"	"World"	
"Dominican Republic"	"World"	
"ECOWAS (Economic Community of West African States)"	"World"	
"ECOWAS (Economic Community of West African States)"	"Asia"	
"ECOWAS (Economic Community of West African States)"	"Japan"	
"ECOWAS (Economic Community of West African States)"	"Europe"	
"ECOWAS (Economic Community of West African States)"	"Africa"	
"ECOWAS (Economic Community of West African States)"	"Brazil"	
"ECOWAS (Economic Community of West African States)"	"Four East Asian traders"	
"ECOWAS (Economic Community of West African States)"	"India"	
"ECOWAS (Economic Community of West African States)"	"Other CIS (CIS11)"	
"ECOWAS (Economic Community of West African States)"	"South Africa"	
"ECOWAS (Economic Community of West African States)"	"China"	
"ECOWAS (Economic Community of West African States)"	"ECOWAS (Economic Community of West African States)"	
"ECOWAS (Economic Community of West African States)"	"European Union (28)"	
"ECOWAS (Economic Community of West African States)"	"Australia and New Zealand"	
"ECOWAS (Economic Community of West African States)"	"South and Central America and the Caribbean"	
"ECOWAS (Economic Community of West African States)"	"Middle East"	
"ECOWAS (Economic Community of West African States)"	"Mexico"	
"ECOWAS (Economic Community of West African States)"	"Non-EU south-eastern Europe"	
"ECOWAS (Economic Community of West African States)"	"Extra ECOWAS Trade"	
"ECOWAS (Economic Community of West African States)"	"North America"	
"ECOWAS (Economic Community of West African States)"	"Other Asia"	
"ECOWAS (Economic Community of West African States)"	"Other Africa"	
"ECOWAS (Economic Community of West African States)"	"Russian Federation"	
"ECOWAS (Economic Community of West African States)"	"Non-EU Western Europe"	
"ECOWAS (Economic Community of West African States)"	"United States of America"	
"Ecuador"	"World"	
"Ecuador"	"North America"	
"Ecuador"	"European Union (28)"	
"Ecuador"	"South Africa"	
"Ecuador"	"India"	
"Ecuador"	"Non-EU Western Europe"	
"Ecuador"	"China"	
"Ecuador"	"South and Central America and the Caribbean"	
"Ecuador"	"Other Africa"	
"Ecuador"	"Four East Asian traders"	
"Ecuador"	"Russian Federation"	
"Ecuador"	"Europe"	
"Ecuador"	"Other Asia"	
"Ecuador"	"Australia and New Zealand"	
"Ecuador"	"Extra Andean Community Trade"	
"Ecuador"	"Africa"	
"Ecuador"	"Asia"	
"Ecuador"	"Andean Community (ANDEAN)"	
"Ecuador"	"Non-EU south-eastern Europe"	
"Ecuador"	"Japan"	
"Ecuador"	"Other CIS (CIS11)"	
"Ecuador"	"Middle East"	
"Ecuador"	"European Union (27)"	
"Ecuador"	"Brazil"	
"Ecuador"	"United States of America"	
"Ecuador"	"Mexico"	
"EFTA (European Free Trade Association)"	"World"	
"Egypt"	"World"	
"El Salvador"	"World"	
"Equatorial Guinea"	"World"	
"Eritrea"	"World"	
"Estonia"	"World"	
"Eswatini"	"World"	
"Ethiopia"	"World"	
"Ethiopia (+ Eritrea)"	"World"	
"Euro Area (19)"	"World"	
"Europe"	"World"	
"Europe"	"Non-EU Western Europe"	
"Europe"	"Six East Asian traders"	
"Europe"	"Non-EU south-eastern Europe"	
"Europe"	"Europe"	
"Europe"	"Four East Asian traders"	
"Europe"	"China"	
"Europe"	"Developed Economies"	
"Europe"	"Developing Asia"	
"Europe"	"Japan"	
"Europe"	"Mexico"	
"Europe"	"European Union (27)"	
"Europe"	"Russian Federation"	
"Europe"	"Developed Asia"	
"Europe"	"Brazil"	
"Europe"	"Other Africa"	
"Europe"	"South Africa"	
"Europe"	"Australia and New Zealand"	
"Europe"	"Other CIS (CIS11)"	
"Europe"	"Other Asia"	
"Europe"	"Middle East"	
"Europe"	"South and Central America and the Caribbean"	
"Europe"	"North America"	
"Europe"	"India"	
"Europe"	"Asia"	
"Europe"	"Africa"	
"Europe"	"European Union (28)"	
"Europe"	"United States of America"	
"European Union (15)"	"World"	
"European Union (15)"	"Extra EU Trade"	
"European Union (27)"	"Extra EU Trade"	
"European Union (27)"	"World"	
"European Union (27)"	"China"	
"European Union (27)"	"Europe"	
"European Union (27)"	"Four East Asian traders"	
"European Union (27)"	"Developing Asia"	
"European Union (27)"	"Australia and New Zealand"	
"European Union (27)"	"Brazil"	
"European Union (27)"	"Middle East"	
"European Union (27)"	"Russian Federation"	
"European Union (27)"	"Mexico"	
"European Union (27)"	"Other CIS (CIS11)"	
"European Union (27)"	"India"	
"European Union (27)"	"Japan"	
"European Union (27)"	"United States of America"	
"European Union (27)"	"Developed Asia"	
"European Union (27)"	"European Union (27)"	
"European Union (27)"	"Africa"	
"European Union (27)"	"Developed Economies"	
"European Union (27)"	"South Africa"	
"European Union (27)"	"Six East Asian traders"	
"European Union (27)"	"Other Asia"	
"European Union (27)"	"Other Africa"	
"European Union (27)"	"North America"	
"European Union (27)"	"South and Central America and the Caribbean"	
"European Union (27)"	"Asia"	
"European Union (27)"	"Non-EU Western Europe"	
"European Union (27)"	"Non-EU south-eastern Europe"	
"European Union (28)"	"European Union (28)"	
"European Union (28)"	"World"	
"European Union (28)"	"Extra EU Trade"	
"European Union (28)"	"Mexico"	
"European Union (28)"	"North America"	
"European Union (28)"	"Other Asia"	
"European Union (28)"	"Africa"	
"European Union (28)"	"Brazil"	
"European Union (28)"	"China"	
"European Union (28)"	"Japan"	
"European Union (28)"	"Middle East"	
"European Union (28)"	"Six East Asian traders"	
"European Union (28)"	"United States of America"	
"European Union (28)"	"Other Africa"	
"European Union (28)"	"Developing Asia"	
"European Union (28)"	"Europe"	
"European Union (28)"	"Non-EU Western Europe"	
"European Union (28)"	"Non-EU south-eastern Europe"	
"European Union (28)"	"Developed Economies"	
"European Union (28)"	"Four East Asian traders"	
"European Union (28)"	"Asia"	
"European Union (28)"	"Russian Federation"	
"European Union (28)"	"Other CIS (CIS11)"	
"European Union (28)"	"South Africa"	
"European Union (28)"	"South and Central America and the Caribbean"	
"European Union (28)"	"India"	
"European Union (28)"	"Developed Asia"	
"European Union (28)"	"Australia and New Zealand"	
"Faeroe Islands"	"World"	
"Fiji"	"World"	
"Finland"	"World"	
"Four East Asian traders"	"World"	
"Four East Asian traders"	"Mexico"	
"Four East Asian traders"	"Four East Asian traders"	
"Four East Asian traders"	"South Africa"	
"Four East Asian traders"	"Other Asia"	
"Four East Asian traders"	"North America"	
"Four East Asian traders"	"Developing Asia"	
"Four East Asian traders"	"European Union (28)"	
"Four East Asian traders"	"South and Central America and the Caribbean"	
"Four East Asian traders"	"Developed Economies"	
"Four East Asian traders"	"United States of America"	
"Four East Asian traders"	"Middle East"	
"Four East Asian traders"	"Developed Asia"	
"Four East Asian traders"	"Non-EU Western Europe"	
"Four East Asian traders"	"Japan"	
"Four East Asian traders"	"Africa"	
"Four East Asian traders"	"Other Africa"	
"Four East Asian traders"	"European Union (27)"	
"Four East Asian traders"	"Russian Federation"	
"Four East Asian traders"	"Australia and New Zealand"	
"Four East Asian traders"	"Six East Asian traders"	
"Four East Asian traders"	"Brazil"	
"Four East Asian traders"	"Other CIS (CIS11)"	
"Four East Asian traders"	"India"	
"Four East Asian traders"	"Non-EU south-eastern Europe"	
"Four East Asian traders"	"Asia"	
"Four East Asian traders"	"Europe"	
"Four East Asian traders"	"China"	
"France"	"World"	
"French Guiana"	"World"	
"French Polynesia"	"World"	
"French Southern Territories"	"World"	
"G20 Members"	"World"	
"Gabon"	"World"	
"Georgia"	"World"	
"German Democratic Republic"	"World"	
"Germany"	"World"	
"Ghana"	"World"	
"Gibraltar"	"World"	
"Greece"	"World"	
"Greenland"	"World"	
"Grenada"	"World"	
"Guadeloupe"	"World"	
"Guam"	"World"	
"Guatemala"	"World"	
"Guinea"	"World"	
"Guinea-Bissau"	"World"	
"Gulf Cooperation Council (GCC)"	"World"	
"Guyana"	"World"	
"Haiti"	"World"	
"Honduras"	"World"	
"Hungary"	"World"	
"Iceland"	"World"	
"India"	"World"	
"Indonesia"	"World"	
"Iran"	"World"	
"Iraq"	"World"	
"Ireland"	"World"	
"Israel"	"World"	
"Italy"	"World"	
"Jamaica"	"World"	
"Japan"	"World"	
"Japan"	"China"	
"Japan"	"Non-EU south-eastern Europe"	
"Japan"	"Developing Asia"	
"Japan"	"South and Central America and the Caribbean"	
"Japan"	"Developed Asia"	
"Japan"	"Europe"	
"Japan"	"Middle East"	
"Japan"	"Non-EU Western Europe"	
"Japan"	"Africa"	
"Japan"	"United States of America"	
"Japan"	"Russian Federation"	
"Japan"	"Australia and New Zealand"	
"Japan"	"Mexico"	
"Japan"	"India"	
"Japan"	"Asia"	
"Japan"	"Four East Asian traders"	
"Japan"	"European Union (27)"	
